N,seed,kproj,hyper_w,hyper_M,probes,recall,qps,time_per_query
10,42,16,40,5000,500,0.13333333333333333,146.013823,0.00684866664986917
10,42,16,40,10000,100,0.17500000000000002,54.645555,0.018299750089462902
10,42,16,40,10000,250,0.17500000000000002,51.012166,0.019603166821028535
10,42,16,40,10000,500,0.17500000000000002,90.157776,0.011091666679976667
10,42,16,80,2000,100,0.09166666666666667,420.506711,0.0023780833309934974
10,42,16,80,2000,250,0.09166666666666667,239.167696,0.004181166673947472
10,42,16,80,2000,500,0.09166666666666667,357.621815,0.0027962499994582265
10,42,16,80,5000,100,0.13333333333333333,192.150646,0.005204250002885756
10,42,16,80,5000,250,0.13333333333333333,150.293071,0.006653666688333224
10,42,16,80,5000,500,0.13333333333333333,145.384056,0.006878333343513268
10,42,16,80,10000,100,0.17500000000000002,59.170722,0.01690025009328093
10,42,16,80,10000,250,0.17500000000000002,81.126578,0.012326416627606307
10,42,16,80,10000,500,0.17500000000000002,80.271317,0.012457750008013448
10,42,16,120,2000,100,0.09166666666666667,534.49735,0.0018709166659105045
10,42,16,120,2000,250,0.09166666666666667,340.001133,0.0029411666695828335
10,42,16,120,2000,500,0.09166666666666667,241.643174,0.004138333326146428
10,42,16,120,5000,100,0.13333333333333333,162.658931,0.0061478333458370015
10,42,16,120,5000,250,0.13333333333333333,183.348867,0.0054540833350227354
10,42,16,120,5000,500,0.13333333333333333,142.357198,0.007024583330166417
10,42,16,120,10000,100,0.17500000000000002,76.937379,0.0129975833983115
10,42,16,120,10000,250,0.17500000000000002,82.66854,0.012096500071248387
10,42,16,120,10000,500,0.17500000000000002,86.755977,0.011526583349986365
10,42,16,300,2000,100,0.09166666666666667,245.549417,0.004072499997016894
10,42,16,300,2000,250,0.09166666666666667,446.46179,0.0022398333348974835
10,42,16,300,2000,500,0.09166666666666667,268.558512,0.0037235833359100527
10,42,16,300,5000,100,0.13333333333333333,173.122701,0.005776249990461967
10,42,16,300,5000,250,0.13333333333333333,160.799711,0.006218916649669849
10,42,16,300,5000,500,0.13333333333333333,171.369816,0.005835333335480737
10,42,16,300,10000,100,0.17500000000000002,68.989703,0.014494916726920826
10,42,16,300,10000,250,0.17500000000000002,79.28747,0.012612333323285508
10,42,16,300,10000,500,0.17500000000000002,84.595808,0.011820916705470795
10,42,16,500,2000,100,0.09166666666666667,296.288981,0.003375083327854167
10,42,16,500,2000,250,0.09166666666666667,274.530439,0.003642583327526752
10,42,16,500,2000,500,0.09166666666666667,517.844043,0.0019310833319752987
10,42,16,500,5000,100,0.13333333333333333,174.312193,0.005736833337872125
10,42,16,500,5000,250,0.13333333333333333,170.689729,0.005858583324600626
10,42,16,500,5000,500,0.13333333333333333,167.726606,0.005962083320281339
10,42,16,500,10000,100,0.17500000000000002,69.206946,0.014449416681383397
10,42,16,500,10000,250,0.17500000000000002,73.808909,0.013548499951408305
10,42,16,500,10000,500,0.17500000000000002,60.094649,0.0166404166866837
10,42,16,1000,2000,100,0.09166666666666667,287.900962,0.003473416667499708
10,42,16,1000,2000,250,0.09166666666666667,333.463013,0.0029988333368774545
10,42,16,1000,2000,500,0.09166666666666667,607.256718,0.0016467499993964663
10,42,16,1000,5000,100,0.13333333333333333,177.297106,0.0056402499880624105
10,42,16,1000,5000,250,0.13333333333333333,139.059494,0.007191166681506838
10,42,16,1000,5000,500,0.13333333333333333,171.973975,0.005814833319983445
10,42,16,1000,10000,100,0.17500000000000002,101.575263,0.009844916670311746
10,42,16,1000,10000,250,0.17500000000000002,90.381183,0.011064249955657253
10,42,16,1000,10000,500,0.17500000000000002,45.633796,0.021913583520424208
10,42,20,20,2000,100,0.09166666666666667,396.209595,0.0025239166658747878
10,42,20,20,2000,250,0.09166666666666667,386.498325,0.002587333334497633
10,42,20,20,2000,500,0.09166666666666667,278.151222,0.0035951666608173304
10,42,20,20,5000,100,0.13333333333333333,157.575439,0.006346166676394283
10,42,20,20,5000,250,0.13333333333333333,123.255169,0.008113250000898542
10,42,20,20,5000,500,0.13333333333333333,125.779571,0.007950416685711227
10,42,20,20,10000,100,0.17500000000000002,62.971301,0.015880249957039953
10,42,20,20,10000,250,0.17500000000000002,87.991377,0.011364749979989517
10,42,20,20,10000,500,0.17500000000000002,80.124995,0.01248049999878315
10,42,20,40,2000,100,0.09166666666666667,326.815186,0.0030598333334485874
10,42,20,40,2000,250,0.09166666666666667,465.56741,0.0021479166679643663
10,42,20,40,2000,500,0.09166666666666667,418.293363,0.002390666667116112
10,42,20,40,5000,100,0.13333333333333333,140.259012,0.007129666648443238
10,42,20,40,5000,250,0.13333333333333333,159.750789,0.006259749990968746
10,42,20,40,5000,500,0.13333333333333333,141.683196,0.007058000018576656
10,42,20,40,10000,100,0.17500000000000002,76.651358,0.013046083280090093
10,42,20,40,10000,250,0.17500000000000002,61.635815,0.016224333206269762
10,42,20,40,10000,500,0.17500000000000002,87.274631,0.011458083391953843
10,42,20,80,2000,100,0.09166666666666667,401.660195,0.0024896666696086226
10,42,20,80,2000,250,0.09166666666666667,326.166726,0.0030659166625108167
10,42,20,80,2000,500,0.09166666666666667,343.219975,0.002913583336750724
10,42,20,80,5000,100,0.13333333333333333,173.845017,0.005752250005532226
10,42,20,80,5000,250,0.13333333333333333,274.549282,0.003642333327974247
10,42,20,80,5000,500,0.13333333333333333,156.782817,0.006378249983861433
10,42,20,80,10000,100,0.17500000000000002,66.419439,0.015055833277965508
10,42,20,80,10000,250,0.17500000000000002,79.011825,0.012656333403259576
10,42,20,80,10000,500,0.17500000000000002,91.145932,0.010971416694713264
10,42,20,120,2000,100,0.09166666666666667,411.339252,0.0024310833336177702
10,42,20,120,2000,250,0.09166666666666667,277.424575,0.003604583335849032
10,42,20,120,2000,500,0.09166666666666667,493.766202,0.002025249998783837
10,42,20,120,5000,100,0.13333333333333333,118.517348,0.00843758333168238
10,42,20,120,5000,250,0.13333333333333333,154.689011,0.0064645833180742235
10,42,20,120,5000,500,0.13333333333333333,155.575435,0.006427749985079586
10,42,20,120,10000,100,0.17500000000000002,59.581145,0.01678383320763641
10,42,20,120,10000,250,0.17500000000000002,80.42572,0.012433833355797126
10,42,20,120,10000,500,0.17500000000000002,83.705941,0.011946583337495723
10,42,20,300,2000,100,0.09166666666666667,238.644499,0.004190333337622838
10,42,20,300,2000,250,0.09166666666666667,485.692314,0.002058916666323857
10,42,20,300,2000,500,0.09166666666666667,275.608636,0.0036283333298743224
10,42,20,300,5000,100,0.13333333333333333,165.40089,0.006045916681584966
10,42,20,300,5000,250,0.13333333333333333,132.706663,0.007535416665552053
10,42,20,300,5000,500,0.13333333333333333,167.322011,0.005976500007521425
10,42,20,300,10000,100,0.17500000000000002,87.580373,0.0114180833644086
10,42,20,300,10000,250,0.17500000000000002,72.651099,0.013764416695196862
10,42,20,300,10000,500,0.17500000000000002,81.173224,0.012319333281624984
10,42,20,500,2000,100,0.09166666666666667,482.722555,0.0020715833342405143
10,42,20,500,2000,250,0.09166666666666667,258.231117,0.003872499997744269
10,42,20,500,2000,500,0.09166666666666667,513.017827,0.0019492500014039473
10,42,20,500,5000,100,0.13333333333333333,151.739312,0.006590249994016052
10,42,20,500,5000,250,0.13333333333333333,193.342571,0.005172166661629838
10,42,20,500,5000,500,0.13333333333333333,202.846614,0.004929833337025779
10,42,20,500,10000,100,0.17500000000000002,58.856708,0.01699041679327359
10,42,20,500,10000,250,0.17500000000000002,78.846217,0.01268291667056138
10,42,20,500,10000,500,0.17500000000000002,81.3918,0.012286249966212812
10,42,20,1000,2000,100,0.09166666666666667,343.672137,0.0029097499981501265
10,42,20,1000,2000,250,0.09166666666666667,391.312855,0.0025554999975658864
10,42,20,1000,2000,500,0.09166666666666667,365.06343,0.0027392499982811206
10,42,20,1000,5000,100,0.13333333333333333,153.659005,0.006507916669120694
10,42,20,1000,5000,250,0.13333333333333333,141.304476,0.00707691665761529
10,42,20,1000,5000,500,0.13333333333333333,160.732942,0.00622150000838036
10,42,20,1000,10000,100,0.17500000000000002,69.849068,0.014316583293566637
10,42,20,1000,10000,250,0.17500000000000002,83.320604,0.012001833304040858
10,42,20,1000,10000,500,0.17500000000000002,84.173313,0.011880249978992749
50,42,12,20,2000,100,0.08930500658761527,208.840933,0.004788333329271231
50,42,12,20,2000,250,0.08930500658761527,307.637091,0.003250583330993726
50,42,12,20,2000,500,0.08930500658761527,415.138726,0.0024088333305720072
50,42,12,20,5000,100,0.1558772507685551,189.444769,0.00527858333211618
50,42,12,20,5000,250,0.1558772507685551,185.784397,0.005382583339331773
50,42,12,20,5000,500,0.1558772507685551,131.186252,0.0076227499814538495
50,42,12,20,10000,100,0.21421058410188842,60.16274,0.01662158339197982
50,42,12,20,10000,250,0.21421058410188842,56.276995,0.017769250117210415
50,42,12,20,10000,500,0.21421058410188842,83.986562,0.01190666668793991
50,42,12,40,2000,100,0.08930500658761527,395.882819,0.002525999997994356
50,42,12,40,2000,250,0.08930500658761527,340.232492,0.00293916666842037
50,42,12,40,2000,500,0.08930500658761527,507.893512,0.0019689166653501177
50,42,12,40,5000,100,0.1558772507685551,106.805276,0.009362833349169005
50,42,12,40,5000,250,0.1558772507685551,131.466509,0.007606499994610795
50,42,12,40,5000,500,0.1558772507685551,154.70297,0.006464000012410881
50,42,12,40,10000,100,0.21421058410188842,84.518946,0.011831666712928483
50,42,12,40,10000,250,0.21421058410188842,55.977199,0.01786441654574392
50,42,12,40,10000,500,0.21421058410188842,86.009174,0.01162666670883271
50,42,12,80,2000,100,0.08930500658761527,434.514973,0.0023014166648752054
50,42,12,80,2000,250,0.08930500658761527,469.667319,0.0021291666665868227
50,42,12,80,2000,500,0.08930500658761527,333.203754,0.0030011666675280016
50,42,12,80,5000,100,0.1558772507685551,201.785804,0.004955750009054155
50,42,12,80,5000,250,0.1558772507685551,157.959168,0.006330749982172608
50,42,12,80,5000,500,0.1558772507685551,113.592261,0.008803416634166655
50,42,12,80,10000,100,0.21421058410188842,91.09888,0.010977083362605557
50,42,12,80,10000,250,0.21421058410188842,59.268918,0.016872249970886932
50,42,12,80,10000,500,0.21421058410188842,75.477395,0.013248999915802605
50,42,12,120,2000,100,0.08930500658761527,370.965747,0.0026956666702707727
50,42,12,120,2000,250,0.08930500658761527,506.222316,0.0019754166665382645
50,42,12,120,2000,500,0.08930500658761527,341.637011,0.0029270833305587024
50,42,12,120,5000,100,0.1558772507685551,122.23071,0.008181250031191016
50,42,12,120,5000,250,0.1558772507685551,144.329649,0.006928583329403095
50,42,12,120,5000,500,0.1558772507685551,166.486307,0.006006499982007529
50,42,12,120,10000,100,0.21421058410188842,80.853272,0.012368083260749174
50,42,12,120,10000,250,0.21421058410188842,88.148442,0.011344499996948329
50,42,12,120,10000,500,0.21421058410188842,57.149116,0.017498083434921374
50,42,12,300,2000,100,0.08930500658761527,309.294294,0.0032331666616520253
50,42,12,300,2000,250,0.08930500658761527,231.767614,0.004314666672971833
50,42,12,300,2000,500,0.08930500658761527,302.747433,0.0033030833328320905
50,42,12,300,5000,100,0.1558772507685551,182.698456,0.005473500005933274
50,42,12,300,5000,250,0.1558772507685551,107.083579,0.009338499976733127
50,42,12,300,5000,500,0.1558772507685551,177.289247,0.005640500012953409
50,42,12,300,10000,100,0.21421058410188842,63.355631,0.015783916665592045
50,42,12,300,10000,250,0.21421058410188842,92.584734,0.01080091670404324
50,42,12,300,10000,500,0.21421058410188842,67.706335,0.014769666678900875
50,42,12,500,2000,100,0.08930500658761527,361.772686,0.0027641666679059347
50,42,12,500,2000,250,0.08930500658761527,246.199298,0.00406175000547727
50,42,12,500,2000,500,0.08930500658761527,253.528268,0.003944333339586417
50,42,12,500,5000,100,0.1558772507685551,64.729807,0.015448833332687059
50,42,12,500,5000,250,0.1558772507685551,143.855569,0.006951416667087806
50,42,12,500,5000,500,0.1558772507685551,137.997654,0.007246500002094238
50,42,12,500,10000,100,0.21421058410188842,71.939858,0.013900500053808836
50,42,12,500,10000,250,0.21421058410188842,80.165676,0.012474166624628724
50,42,12,500,10000,500,0.21421058410188842,79.315769,0.012607833380522352
50,42,12,1000,2000,100,0.08930500658761527,201.908031,0.00495274999734904
50,42,12,1000,2000,250,0.08930500658761527,347.011365,0.0028817499968624948
50,42,12,1000,2000,500,0.08930500658761527,237.482684,0.004210833325431003
50,42,12,1000,5000,100,0.1558772507685551,191.861859,0.005212083345861878
50,42,12,1000,5000,250,0.1558772507685551,108.679901,0.009201333372580087
50,42,12,1000,5000,500,0.1558772507685551,154.926668,0.0064546666684911855
50,42,12,1000,10000,100,0.21421058410188842,84.562425,0.011825583289504765
50,42,12,1000,10000,250,0.21421058410188842,57.746167,0.017317166696102965
50,42,12,1000,10000,500,0.21421058410188842,83.217753,0.012016666684090833
50,42,14,20,2000,100,0.08930500658761527,327.251902,0.0030557500014163404
50,42,14,20,2000,250,0.08930500658761527,336.785384,0.0029692499957183413
50,42,14,20,2000,500,0.08930500658761527,497.677505,0.0020093333332395643
50,42,14,20,5000,100,0.1558772507685551,162.952703,0.006136749999170004
50,42,14,20,5000,250,0.1558772507685551,136.534304,0.007324166679752511
50,42,14,20,5000,500,0.1558772507685551,151.387084,0.006605583340253783
50,42,14,20,10000,100,0.21421058410188842,63.191153,0.015825000059739375
50,42,14,20,10000,250,0.21421058410188842,80.424642,0.012434000017059446
50,42,14,20,10000,500,0.21421058410188842,76.260684,0.013112916742262632
50,42,14,40,2000,100,0.08930500658761527,576.701269,0.0017339999992266359
50,42,14,40,2000,250,0.08930500658761527,433.886539,0.002304749998247814
50,42,14,40,2000,500,0.08930500658761527,391.990331,0.0025510833327161836
50,42,14,40,5000,100,0.1558772507685551,136.492373,0.0073264166928946285
50,42,14,40,5000,250,0.1558772507685551,148.509338,0.00673358331177801
50,42,14,40,5000,500,0.1558772507685551,152.654276,0.00655075000978027
50,42,14,40,10000,100,0.21421058410188842,80.024007,0.012496250031568653
50,42,14,40,10000,250,0.21421058410188842,76.098192,0.013140916672501234
50,42,14,40,10000,500,0.21421058410188842,70.182005,0.014248666734442824
50,42,14,80,2000,100,0.08930500658761527,388.362083,0.0025749166661051203
50,42,14,80,2000,250,0.08930500658761527,412.215314,0.002425916665483224
50,42,14,80,2000,500,0.08930500658761527,238.066897,0.0042004999964358756
50,42,14,80,5000,100,0.1558772507685551,129.300592,0.007733916639762949
50,42,14,80,5000,250,0.1558772507685551,84.878235,0.011781583347014696
50,42,14,80,5000,500,0.1558772507685551,168.584313,0.005931750008080526
50,42,14,80,10000,100,0.21421058410188842,58.893104,0.016979916697887072
50,42,14,80,10000,250,0.21421058410188842,79.772383,0.012535666635406891
50,42,14,80,10000,500,0.21421058410188842,52.966335,0.018879916837742313
50,42,14,120,2000,100,0.08930500658761527,269.93589,0.003704583336435922
50,42,14,120,2000,250,0.08930500658761527,420.536184,0.0023779166645978792
50,42,14,120,2000,500,0.08930500658761527,443.852641,0.002252999999610231
50,42,14,120,5000,100,0.1558772507685551,152.12596,0.00657350001275259
50,42,14,120,5000,250,0.1558772507685551,121.051941,0.008260916691951267
50,42,14,120,5000,500,0.1558772507685551,160.597422,0.00622675001594982
50,42,14,120,10000,100,0.21421058410188842,55.932061,0.01787883339396344
50,42,14,120,10000,250,0.21421058410188842,47.896352,0.020878416794665282
50,42,14,120,10000,500,0.21421058410188842,83.031767,0.012043583270966642
50,42,14,300,2000,100,0.08930500658761527,559.649286,0.0017868333347610132
50,42,14,300,2000,250,0.08930500658761527,439.2065,0.0022768333346614863
50,42,14,300,2000,500,0.08930500658761527,315.068133,0.003173916671541009
50,42,14,300,5000,100,0.1558772507685551,155.981906,0.006411000004064573
50,42,14,300,5000,250,0.1558772507685551,143.099048,0.006988166685776973
50,42,14,300,5000,500,0.1558772507685551,145.13437,0.006890166677955057
50,42,14,300,10000,100,0.21421058410188842,87.811089,0.01138808334332353
50,42,14,300,10000,250,0.21421058410188842,87.204232,0.011467333374371096
50,42,14,300,10000,500,0.21421058410188842,78.764965,0.01269600005535456
50,42,14,500,2000,100,0.08930500658761527,447.410611,0.002235083333774576
50,42,14,500,2000,250,0.08930500658761527,478.297262,0.00209074999889922
50,42,14,500,2000,500,0.08930500658761527,374.461711,0.0026705000020683023
50,42,14,500,5000,100,0.1558772507685551,160.847128,0.006217083341394818
50,42,14,500,5000,250,0.1558772507685551,165.432814,0.006044749985332414
50,42,14,500,5000,500,0.1558772507685551,129.712902,0.007709333339870847
50,42,14,500,10000,100,0.21421058410188842,83.304408,0.012004166694276251
50,42,14,500,10000,250,0.21421058410188842,51.866323,0.019280333406322247
50,42,14,500,10000,500,0.21421058410188842,65.789474,0.01519999992704
50,42,14,1000,2000,100,0.08930500658761527,463.016553,0.0021597499992619053
50,42,14,1000,2000,250,0.08930500658761527,347.463516,0.0028780000027398556
50,42,14,1000,2000,500,0.08930500658761527,429.015766,0.0023309166684564223
50,42,14,1000,5000,100,0.1558772507685551,155.151014,0.006445333318930162
50,42,14,1000,5000,250,0.1558772507685551,165.54921,0.006040499981848298
50,42,14,1000,5000,500,0.1558772507685551,139.96944,0.007144416666952444
50,42,14,1000,10000,100,0.21421058410188842,69.46937,0.01439483329127643
50,42,14,1000,10000,250,0.21421058410188842,72.279142,0.01383525000891682
50,42,14,1000,10000,500,0.21421058410188842,67.500295,0.014814750068870071
50,42,16,20,2000,100,0.08930500658761527,310.679612,0.003218749996378906
50,42,16,20,2000,250,0.08930500658761527,556.354027,0.001797416665414017
50,42,16,20,2000,500,0.08930500658761527,474.252065,0.002108583333211211
50,42,16,20,5000,100,0.1558772507685551,175.01896,0.005713666679312916
50,42,16,20,5000,250,0.1558772507685551,112.550296,0.008884916659837127
50,42,16,20,5000,500,0.1558772507685551,197.452858,0.005064500003337506
50,42,16,20,10000,100,0.21421058410188842,63.712529,0.015695500016958987
50,42,16,20,10000,250,0.21421058410188842,83.710028,0.011946000065846353
50,42,16,20,10000,500,0.21421058410188842,75.505414,0.013244083397781251
50,42,16,40,2000,100,0.08930500658761527,412.102064,0.0024265833330065537
50,42,16,40,2000,250,0.08930500658761527,323.284571,0.0030932500023330835
50,42,16,40,2000,500,0.08930500658761527,439.689286,0.0022743333345629896
50,42,16,40,5000,100,0.1558772507685551,140.683252,0.0071081666494317314
50,42,16,40,5000,250,0.1558772507685551,137.27307,0.007284750024167159
50,42,16,40,5000,500,0.1558772507685551,129.101668,0.007745833307126598
50,42,16,40,10000,100,0.21421058410188842,61.184845,0.0163439165368483
50,42,16,40,10000,250,0.21421058410188842,83.557313,0.011967833384015114
50,42,16,40,10000,500,0.21421058410188842,84.835631,0.011787499995137656
50,42,16,80,2000,100,0.08930500658761527,425.818814,0.002348416667188407
50,42,16,80,2000,250,0.08930500658761527,365.998719,0.00273225000003347
50,42,16,80,2000,500,0.08930500658761527,307.976594,0.0032469999976686543
50,42,16,80,5000,100,0.1558772507685551,122.123732,0.008188416646160141
50,42,16,80,5000,250,0.1558772507685551,112.929485,0.00885508332921203
50,42,16,80,5000,500,0.1558772507685551,182.058168,0.005492749987465545
50,42,16,80,10000,100,0.21421058410188842,59.017071,0.016944249910335264
50,42,16,80,10000,250,0.21421058410188842,60.029114,0.016658583366731018
50,42,16,80,10000,500,0.21421058410188842,85.101555,0.01175066660062792
50,42,16,120,2000,100,0.08930500658761527,574.6576,0.0017401666662026222
50,42,16,120,2000,250,0.08930500658761527,367.062278,0.002724333335064193
50,42,16,120,2000,500,0.08930500658761527,366.401026,0.002729249999425493
50,42,16,120,5000,100,0.1558772507685551,163.639339,0.006110999996156181
50,42,16,120,5000,250,0.1558772507685551,158.215331,0.006320500002619848
50,42,16,120,5000,500,0.1558772507685551,107.794436,0.009276916667572712
50,42,16,120,10000,100,0.21421058410188842,65.461092,0.015276249898183795
50,42,16,120,10000,250,0.21421058410188842,80.952542,0.012352916601432973
50,42,16,120,10000,500,0.21421058410188842,85.755939,0.011660999945438181
50,42,16,300,2000,100,0.08930500658761527,500.855628,0.0019965833347888426
50,42,16,300,2000,250,0.08930500658761527,610.221205,0.001638750000501867
50,42,16,300,2000,500,0.08930500658761527,381.642973,0.0026202499999914844
50,42,16,300,5000,100,0.1558772507685551,135.217362,0.007395499995037619
50,42,16,300,5000,250,0.1558772507685551,157.197689,0.006361416674516125
50,42,16,300,5000,500,0.1558772507685551,181.815427,0.005500083334512643
50,42,16,300,10000,100,0.21421058410188842,57.48145,0.017396916744445382
50,42,16,300,10000,250,0.21421058410188842,88.61124,0.011285250042771098
50,42,16,300,10000,500,0.21421058410188842,57.23334,0.017472333433624528
50,42,16,500,2000,100,0.08930500658761527,285.632676,0.003501000004635324
50,42,16,500,2000,250,0.08930500658761527,341.471743,0.0029285000018288484
50,42,16,500,2000,500,0.08930500658761527,283.393161,0.0035286666639072492
50,42,16,500,5000,100,0.1558772507685551,175.377061,0.005701999989610956
50,42,16,500,5000,250,0.1558772507685551,176.965049,0.005650833346193688
50,42,16,500,5000,500,0.1558772507685551,154.059467,0.0064909999980721726
50,42,16,500,10000,100,0.21421058410188842,77.51938,0.0128999999742
50,42,16,500,10000,250,0.21421058410188842,77.298171,0.012936916709193547
50,42,16,500,10000,500,0.21421058410188842,80.428954,0.012433333398815555
50,42,16,1000,2000,100,0.08930500658761527,277.405335,0.003604833338911813
50,42,16,1000,2000,250,0.08930500658761527,412.498711,0.0024242499996563623
50,42,16,1000,2000,500,0.08930500658761527,539.374326,0.001853999999250984
50,42,16,1000,5000,100,0.1558772507685551,158.39075,0.006313499999210812
50,42,16,1000,5000,250,0.1558772507685551,129.126673,0.007744333349315055
50,42,16,1000,5000,500,0.1558772507685551,122.753358,0.008146416654442969
50,42,16,1000,10000,100,0.21421058410188842,77.306139,0.012935583291774537
50,42,16,1000,10000,250,0.21421058410188842,87.620021,0.011412916689440191
50,42,16,1000,10000,500,0.21421058410188842,66.067653,0.01513600006345011
50,42,20,20,2000,100,0.08930500658761527,457.17769,0.0021873333320355155
50,42,20,20,2000,250,0.08930500658761527,238.227587,0.004197666662341671
50,42,20,20,2000,500,0.08930500658761527,451.53522,0.0022146666654264536
50,42,20,20,5000,100,0.1558772507685551,144.230769,0.006933333344426666
50,42,20,20,5000,250,0.1558772507685551,156.270348,0.006399166654444258
50,42,20,20,5000,500,0.1558772507685551,103.751481,0.009638416631373195
50,42,20,20,10000,100,0.21421058410188842,110.87294,0.009019333301705538
50,42,20,20,10000,250,0.21421058410188842,82.13721,0.01217475003107605
50,42,20,20,10000,500,0.21421058410188842,55.279414,0.01808991679976926
50,42,20,40,2000,100,0.08930500658761527,387.196696,0.0025826666661432464
50,42,20,40,2000,250,0.08930500658761527,432.432432,0.0023125000023125
50,42,20,40,2000,500,0.08930500658761527,273.448182,0.0036569999942438823
50,42,20,40,5000,100,0.1558772507685551,148.60129,0.006729416682721933
50,42,20,40,5000,250,0.1558772507685551,167.065768,0.005985666674695442
50,42,20,40,5000,500,0.1558772507685551,185.623463,0.005387249994360897
50,42,20,40,10000,100,0.21421058410188842,83.024298,0.012044666731177902
50,42,20,40,10000,250,0.21421058410188842,83.642345,0.011955666714031032
50,42,20,40,10000,500,0.21421058410188842,81.826922,0.012220916729581983
50,42,20,80,2000,100,0.08930500658761527,248.725283,0.004020499998787819
50,42,20,80,2000,250,0.08930500658761527,288.906009,0.0034613333362685443
50,42,20,80,2000,500,0.08930500658761527,403.130984,0.0024805833331828443
50,42,20,80,5000,100,0.1558772507685551,192.922943,0.005183416676366999
50,42,20,80,5000,250,0.1558772507685551,183.07474,0.005462250007838329
50,42,20,80,5000,500,0.1558772507685551,140.937706,0.007095333309880892
50,42,20,80,10000,100,0.21421058410188842,78.297295,0.012771833305352375
50,42,20,80,10000,250,0.21421058410188842,82.704435,0.012091250003702946
50,42,20,80,10000,500,0.21421058410188842,51.579626,0.019387500017933438
50,42,20,120,2000,100,0.08930500658761527,366.927593,0.002725333332999026
50,42,20,120,2000,250,0.08930500658761527,468.878209,0.0021327499994780092
50,42,20,120,2000,500,0.08930500658761527,441.842483,0.002263250000792703
50,42,20,120,5000,100,0.1558772507685551,144.691626,0.006911249998669584
50,42,20,120,5000,250,0.1558772507685551,114.166112,0.00875916664307531
50,42,20,120,5000,500,0.1558772507685551,147.304331,0.006788666655021841
50,42,20,120,10000,100,0.21421058410188842,81.421622,0.012281749926327924
50,42,20,120,10000,250,0.21421058410188842,66.864288,0.014955666618329951
50,42,20,120,10000,500,0.21421058410188842,81.36531,0.01229024998491372
50,42,20,300,2000,100,0.08930500658761527,272.05949,0.0036756666712857546
50,42,20,300,2000,250,0.08930500658761527,458.505273,0.002180999999099247
50,42,20,300,2000,500,0.08930500658761527,384.430562,0.002601250001554247
50,42,20,300,5000,100,0.1558772507685551,140.945982,0.0070949166894307076
50,42,20,300,5000,250,0.1558772507685551,111.044279,0.009005416659060841
50,42,20,300,5000,500,0.1558772507685551,168.189718,0.005945666666734051
50,42,20,300,10000,100,0.21421058410188842,62.614794,0.015970666612749696
50,42,20,300,10000,250,0.21421058410188842,82.899836,0.01206275003969851
50,42,20,300,10000,500,0.21421058410188842,74.211503,0.013474999960585626
50,42,20,500,2000,100,0.08930500658761527,420.91971,0.002375749997547038
50,42,20,500,2000,250,0.08930500658761527,363.36109,0.002752083333964019
50,42,20,500,2000,500,0.08930500658761527,280.203615,0.003568833328577863
50,42,20,500,5000,100,0.1558772507685551,159.544766,0.006267833317703446
50,42,20,500,5000,250,0.1558772507685551,113.193665,0.008834416661038407
50,42,20,500,5000,500,0.1558772507685551,194.464251,0.005142333333029936
50,42,20,500,10000,100,0.21421058410188842,80.906694,0.012359916720858722
50,42,20,500,10000,250,0.21421058410188842,61.957869,0.0161399999086476
50,42,20,500,10000,500,0.21421058410188842,62.016786,0.01612466663461083
50,42,20,1000,2000,100,0.08930500658761527,439.094003,0.0022774166651508563
50,42,20,1000,2000,250,0.08930500658761527,248.447205,0.0040249999994968755
50,42,20,1000,2000,500,0.08930500658761527,372.659234,0.002683416668000772
50,42,20,1000,5000,100,0.1558772507685551,161.240477,0.006201916656448492
50,42,20,1000,5000,250,0.1558772507685551,145.424579,0.006876416675065637
50,42,20,1000,5000,500,0.1558772507685551,148.91848,0.006715083312695645
50,42,20,1000,10000,100,0.21421058410188842,85.447567,0.011703083365732343
50,42,20,1000,10000,250,0.21421058410188842,83.301517,0.012004583301886326
50,42,20,1000,10000,500,0.21421058410188842,77.262338,0.01294291663811675
